t_ms,linAx,linAy,linAz,gravX,gravY,gravZ,heading,roll,pitch,quatW,quatX,quatY,quatZ,calSys,calGyro,calAccel,calMag
3833,-0.03,-0.15,0,1.62,-8.56,4.48,5.5625,9.5,62.3125,0.852661,-0.515808,-0.0721436,-0.041748,0,3,0,0
3853,0.03,-0.06,0,1.62,-8.56,4.48,5.625,9.5,62.3125,0.852661,-0.515747,-0.0717163,-0.0420532,0,3,0,0
3873,0.06,0.02,-0.05,1.62,-8.56,4.49,5.6875,9.5,62.3125,0.852722,-0.515686,-0.0715332,-0.0424194,0,3,0,0
3893,0.08,0.14,-0.16,1.62,-8.56,4.49,5.6875,9.5,62.25,0.852844,-0.515503,-0.0714722,-0.0426025,0,3,0,0
3913,0,-0.03,-0.14,1.62,-8.56,4.49,5.6875,9.5,62.25,0.852966,-0.51532,-0.0712891,-0.0427246,0,3,0,0
3933,-0.02,-0.13,0.04,1.62,-8.56,4.5,5.75,9.5,62.25,0.853027,-0.515259,-0.0710449,-0.0429077,0,3,0,0
3954,-0.01,-0.25,0.17,1.61,-8.56,4.49,5.75,9.4375,62.25,0.852966,-0.51532,-0.0706787,-0.0430908,0,3,0,0
3974,0.03,-0.25,0.11,1.61,-8.56,4.49,5.75,9.4375,62.25,0.852966,-0.515442,-0.0703735,-0.0432739,0,3,0,0
3994,0.05,-0.09,-0.05,1.61,-8.56,4.49,5.8125,9.4375,62.25,0.852966,-0.515442,-0.0702515,-0.043335,0,3,0,0
4014,-0.01,0.04,-0.2,1.61,-8.56,4.5,5.8125,9.4375,62.25,0.853027,-0.515259,-0.0702515,-0.0435181,0,3,0,0
4034,-0.24,0.12,-0.15,1.61,-8.55,4.5,5.875,9.4375,62.1875,0.85321,-0.514954,-0.0701904,-0.0438232,0,3,0,0
4054,-0.36,-0.06,-0.13,1.62,-8.55,4.51,5.875,9.5,62.125,0.853333,-0.514709,-0.0702515,-0.0442505,0,3,0,0
4074,-0.35,-0.1,-0.01,1.63,-8.55,4.51,6,9.5625,62.125,0.853394,-0.514587,-0.0705566,-0.0447388,0,3,0,0
4094,-0.21,0,0.11,1.63,-8.54,4.51,6.0625,9.5625,62.125,0.853333,-0.514587,-0.0704956,-0.0452271,0,3,0,0
4114,-0.15,0.05,0.14,1.63,-8.54,4.51,6.125,9.5625,62.125,0.853394,-0.514465,-0.0701904,-0.0458984,0,3,0,0
4134,-0.06,-0.03,0.26,1.63,-8.54,4.52,6.1875,9.5625,62.0625,0.853577,-0.514221,-0.0695801,-0.0465698,0,3,0,0
4154,-0.07,-0.14,0.19,1.62,-8.54,4.53,6.3125,9.5,62,0.85376,-0.513916,-0.0687256,-0.0471802,0,3,0,0
4174,-0.21,-0.06,0.09,1.61,-8.53,4.54,6.375,9.5,61.9375,0.854004,-0.51355,-0.0678711,-0.0479126,0,3,0,0
4194,-0.27,0,0.01,1.61,-8.53,4.55,6.5,9.4375,61.875,0.854248,-0.513184,-0.0670776,-0.0488281,0,3,0,0
4214,-0.24,0.04,0,1.61,-8.53,4.55,6.625,9.4375,61.875,0.85437,-0.512939,-0.0665283,-0.0497437,0,3,0,0
4234,-0.2,0.11,0,1.61,-8.52,4.56,6.75,9.5,61.8125,0.854431,-0.512878,-0.0662231,-0.0505981,0,3,0,0
4254,-0.07,0.15,-0.03,1.62,-8.52,4.56,6.8125,9.5,61.8125,0.854431,-0.512756,-0.0662231,-0.0513306,0,3,0,0
4274,0.06,0.03,-0.04,1.62,-8.52,4.56,6.9375,9.5,61.8125,0.854431,-0.512695,-0.065979,-0.0519409,0,3,0,0
4294,0.15,-0.13,0.05,1.62,-8.52,4.56,7,9.5,61.8125,0.854492,-0.512695,-0.0654907,-0.0523682,0,3,0,0
4315,0.11,-0.16,0.04,1.61,-8.52,4.56,7.0625,9.4375,61.75,0.854492,-0.512634,-0.0648193,-0.0527954,0,3,0,0
4335,0,-0.12,0.1,1.61,-8.52,4.57,7.0625,9.4375,61.75,0.854614,-0.512573,-0.0643311,-0.0532227,0,3,0,0
4355,-0.06,-0.04,0.06,1.61,-8.52,4.57,7.1875,9.4375,61.6875,0.854736,-0.512268,-0.0641479,-0.0537109,0,3,0,0
4375,-0.07,0.03,-0.01,1.62,-8.51,4.58,7.25,9.5,61.6875,0.854858,-0.512024,-0.0641479,-0.0543823,0,3,0,0
4395,-0.02,0.02,-0.03,1.62,-8.51,4.58,7.3125,9.5,61.625,0.854919,-0.511902,-0.0641479,-0.0549927,0,3,0,0
4415,0.09,-0.03,-0.01,1.63,-8.51,4.58,7.375,9.5625,61.625,0.854919,-0.511841,-0.0640869,-0.055481,0,3,0,0
4435,0.12,-0.04,-0.03,1.63,-8.51,4.58,7.4375,9.5625,61.625,0.854858,-0.511841,-0.0639648,-0.0558472,0,3,0,0
4455,0.12,-0.09,-0.08,1.63,-8.51,4.58,7.5,9.5625,61.625,0.854797,-0.511902,-0.0638428,-0.0562134,0,3,0,0
4475,0.15,-0.15,-0.11,1.63,-8.51,4.58,7.5625,9.5625,61.6875,0.854675,-0.512146,-0.0637817,-0.0565186,0,3,0,0
4495,0.11,-0.17,-0.1,1.63,-8.51,4.57,7.5625,9.5625,61.6875,0.854492,-0.51239,-0.0637207,-0.0568848,0,3,0,0
4515,0.08,-0.14,-0.17,1.64,-8.51,4.57,7.625,9.625,61.6875,0.854431,-0.512451,-0.0635986,-0.0571899,0,3,0,0
4535,-0.01,-0.11,-0.11,1.64,-8.51,4.57,7.6875,9.625,61.6875,0.854431,-0.512512,-0.0634766,-0.0574951,0,3,0,0
4555,-0.04,-0.15,-0.06,1.64,-8.51,4.57,7.6875,9.625,61.6875,0.854431,-0.51239,-0.0633545,-0.0577393,0,3,0,0
4575,0,-0.11,0.01,1.64,-8.51,4.58,7.75,9.625,61.6875,0.854492,-0.512268,-0.0632935,-0.0579224,0,3,0,0
4595,0,0,0.01,1.64,-8.51,4.58,7.75,9.625,61.6875,0.854614,-0.512146,-0.0632324,-0.0581665,0,3,0,0
4615,-0.01,0.05,-0.03,1.64,-8.51,4.58,7.75,9.625,61.625,0.854675,-0.512024,-0.0632324,-0.0582886,0,3,0,0
4635,0,0,-0.01,1.64,-8.5,4.58,7.75,9.625,61.625,0.854675,-0.511963,-0.0632324,-0.0582886,0,3,0,0
4655,0,0,0,1.64,-8.5,4.58,7.75,9.625,61.625,0.854675,-0.512024,-0.0631714,-0.0582275,0,3,0,0
4676,-0.05,-0.02,0.05,1.64,-8.51,4.58,7.75,9.625,61.6875,0.854614,-0.512146,-0.0631104,-0.0581665,0,3,0,0
4696,-0.08,-0.01,0.1,1.64,-8.51,4.58,7.75,9.625,61.6875,0.854553,-0.512268,-0.0631714,-0.0581665,0,3,0,0
4716,-0.05,-0.08,0.08,1.64,-8.51,4.57,7.75,9.625,61.6875,0.85437,-0.512512,-0.0632935,-0.0580444,0,3,0,0
4736,-0.07,-0.06,0.08,1.64,-8.51,4.57,7.75,9.625,61.75,0.854309,-0.512634,-0.0632935,-0.0579834,0,3,0,0
4756,-0.07,-0.03,0.05,1.64,-8.51,4.57,7.75,9.625,61.75,0.854309,-0.512634,-0.0632935,-0.0579834,0,3,0,0
4776,-0.1,-0.03,0.01,1.64,-8.51,4.57,7.75,9.625,61.75,0.85437,-0.512573,-0.0632324,-0.0579834,0,3,0,0
4796,-0.1,-0.03,-0.01,1.64,-8.51,4.57,7.75,9.625,61.6875,0.854431,-0.512451,-0.0633545,-0.0578613,0,3,0,0
4816,-0.05,0,-0.03,1.64,-8.51,4.57,7.75,9.625,61.6875,0.854431,-0.51239,-0.0634155,-0.0579224,0,3,0,0
4836,-0.03,0.07,0.04,1.64,-8.51,4.57,7.75,9.625,61.6875,0.854431,-0.51239,-0.0634766,-0.0579834,0,3,0,0
4856,-0.01,0.03,0.11,1.64,-8.51,4.57,7.75,9.625,61.6875,0.85437,-0.512451,-0.0634155,-0.0579834,0,3,0,0
4876,0.01,0.03,0.14,1.64,-8.51,4.57,7.75,9.625,61.75,0.854309,-0.512634,-0.0634155,-0.0580444,0,3,0,0
4896,0,-0.05,0.08,1.64,-8.51,4.57,7.75,9.625,61.75,0.854248,-0.512756,-0.0633545,-0.0579834,0,3,0,0
4916,-0.07,-0.06,-0.01,1.64,-8.52,4.56,7.6875,9.625,61.75,0.854065,-0.513062,-0.0632324,-0.0578003,0,3,0,0
4936,-0.16,-0.07,-0.1,1.64,-8.52,4.56,7.6875,9.625,61.8125,0.854004,-0.513123,-0.0632324,-0.0578003,0,3,0,0
4956,-0.13,-0.09,-0.06,1.64,-8.52,4.56,7.6875,9.625,61.8125,0.854004,-0.513184,-0.0632324,-0.0579224,0,3,0,0
4976,-0.07,-0.1,0,1.64,-8.52,4.56,7.75,9.625,61.8125,0.854004,-0.513123,-0.0633545,-0.0581665,0,3,0,0
4996,-0.02,-0.06,0.07,1.64,-8.52,4.56,7.75,9.625,61.8125,0.854004,-0.513062,-0.0634155,-0.0582886,0,3,0,0
